20
20,1002
20,2004
20,3006
20,4008
20,501
20,6012
20,7014
20,8016
20,9018
21,002
21,1022
21,2024
21,30261
21,40281
21,50301
21,60321
21,70341
21,80361
21,90381
22,00401
22,10421
22,20441
22,30461
22,40481
22,50501
22,60521
22,70541
22,80561
22,90581
23,00601
23,10621
23,20641
23,30661
23,40681
23,50701
23,60721
23,70741
23,80762
23,90782
24,00802
24,10822
24,20842
24,30862
24,40882
24,50902
24,60922
24,70942
24,80962
24,90982
25,01002
25,11022
25,21042
25,31062
25,41082
25,51102
25,61122
25,71142
25,81162
25,91182
26,01202
26,11222
26,21242
26,31263
26,41283
26,51303
26,61323
26,71343
26,81363
26,91383
27,01403
27,11423
27,21443
27,31463
27,41483
27,51503
27,61523
27,71543
27,81563
27,91583
28,01603
28,11623
28,21643
28,31663
28,41683
28,51703
28,61723
28,71743
28,81764
28,91784
29,01804
29,11824
29,21844
29,31864
29,41884
29,51904
29,61924
29,71944
29,81964
29,91984
30,02004
30,12024
30,22044
30,32064
30,42084
30,52104
30,62124
30,72144
30,82164
30,92184
31,02204
31,12224
31,22244
31,32265
31,42285
31,52305
31,62325
31,72345
31,82365
31,92385
32,02405
32,12425
32,22445
32,32465
32,42485
32,52505
32,62525
32,72545
32,82565
32,92585
33,02605
33,12625
33,22645
33,32665
33,42685
33,52705
33,62725
33,72745
33,82766
33,92786
34,02806
34,12826
34,22846
34,32866
34,42886
34,52906
34,62926
34,72946
34,82966
34,92986
35,03006
35,13026
35,23046
35,33066
35,43086
35,53106
35,63126
35,73146
35,83166
35,93186
36,03206
36,13226
36,23246
36,33267
36,43287
36,53307
36,63327
36,73347
36,83367
36,93387
37,03407
37,13427
37,23447
37,33467
37,43487
37,53507
37,63527
37,73547
37,83567
37,93587
38,03607
38,13627
38,23647
38,33667
38,43687
38,53707
38,63727
38,73747
38,83768
38,93788
39,03808
39,13828
39,23848
39,33868
39,43888
39,53908
39,63928
39,73948
39,83968
39,93988
40,04008
40,14028
40,24048
40,34068
40,44088
40,54108
40,64128
40,74148
40,84168
40,94188
41,04208
41,14228
41,24248
41,34269
41,44289
41,54309
41,64329
41,74349
41,84369
41,94389
42,04409
42,14429
42,24449
42,34469
42,44489
42,54509
42,64529
42,74549
42,84569
42,94589
43,04609
43,14629
43,24649
43,34669
43,44689
43,54709
43,64729
43,74749
43,8477
43,9479
44,0481
44,1483
44,2485
44,3487
44,4489
44,5491
44,6493
44,7495
44,8497
44,9499
45,0501
45,1503
45,2505
45,3507
45,4509
45,5511
45,6513
45,7515
45,8517
45,9519
46,0521
46,1523
46,25251
46,35271
46,45291
46,55311
46,65331
46,75351
46,85371
46,95391
47,05411
47,15431
47,25451
47,35471
47,45491
47,55511
47,65531
47,75551
47,85571
47,95591
48,05611
48,15631
48,25651
48,35671
48,45691
48,55711
48,65731
48,75752
48,85772
48,95792
49,05812
49,15832
49,25852
49,35872
49,45892
49,55912
49,65932
49,75952
49,85972
49,95992
50,06012
50,16032
50,26052
50,36072
50,46092
50,56112
50,66132
50,76152
50,86172
50,96192
51,06212
51,16232
51,26253
51,36273
51,46293
51,56313
51,66333
51,76353
51,86373
51,96393
52,06413
52,16433
52,26453
52,36473
52,46493
52,56513
52,66533
52,76553
52,86573
52,96593
53,06613
53,16633
53,26653
53,36673
53,46693
53,56713
53,66733
53,76754
53,86774
53,96794
54,06814
54,16834
54,26854
54,36874
54,46894
54,56914
54,66934
54,76954
54,86974
54,96994
55,07014
55,17034
55,27054
55,37074
55,47094
55,57114
55,67134
55,77154
55,87174
55,97194
56,07214
56,17234
56,27255
56,37275
56,47295
56,57315
56,67335
56,77355
56,87375
56,97395
57,07415
57,17435
57,27455
57,37475
57,47495
57,57515
57,67535
57,77555
57,87575
57,97595
58,07615
58,17635
58,27655
58,37675
58,47695
58,57715
58,67735
58,77756
58,87776
58,97796
59,07816
59,17836
59,27856
59,37876
59,47896
59,57916
59,67936
59,77956
59,87976
59,97996
60,08016
60,18036
60,28056
60,38076
60,48096
60,58116
60,68136
60,78156
60,88176
60,98196
61,08216
61,18236
61,28257
61,38277
61,48297
61,58317
61,68337
61,78357
61,88377
61,98397
62,08417
62,18437
62,28457
62,38477
62,48497
62,58517
62,68537
62,78557
62,88577
62,98597
63,08617
63,18637
63,28657
63,38677
63,48697
63,58717
63,68737
63,78758
63,88778
63,98798
64,08818
64,18838
64,28858
64,38878
64,48898
64,58918
64,68938
64,78958
64,88978
64,98998
65,09018
65,19038
65,29058
65,39078
65,49098
65,59118
65,69138
65,79158
65,89178
65,99198
66,09218
66,19238
66,29259
66,39279
66,49299
66,59319
66,69339
66,79359
66,89379
66,99399
67,09419
67,19439
67,29459
67,39479
67,49499
67,59519
67,69539
67,79559
67,89579
67,99599
68,09619
68,19639
68,29659
68,39679
68,49699
68,59719
68,69739
68,7976
68,8978
68,998
69,0982
69,1984
69,2986
69,3988
69,499
69,5992
69,6994
69,7996
69,8998
70
